url,ico_url,name
https://desmos.com/calculator,https://icons.duckduckgo.com/ip3/desmos.com.ico,Desmos Calculator
https://www.desmos.com/scientific,https://icons.duckduckgo.com/ip3/desmos.com.ico,Desmos Scientific Calculator
https://cyberchef.org/,https://icons.duckduckgo.com/ip3/cyberchef.org.ico,CyberChef
https://cloudconvert.com/,https://icons.duckduckgo.com/ip3/cloudconvert.com.ico,Cloud Convert
https://spessasus.github.io/SpessaSynth/,https://icons.duckduckgo.com/ip3/spessasus.github.io.ico,SpessaSynth
https://midicollection.com/,https://icons.duckduckgo.com/ip3/midicollection.com.ico,Midi Collection
https://thealgorithms.github.io/Python/DIRECTORY.html,https://icons.duckduckgo.com/ip3/thealgorithms.github.io.ico,The Algorithms - Python
